4.332	7	99.891	0	99.89	0.003	0.002	0.002
4.533	7	100.011	0	100.01	0.001	0.001	0.001
4.734	7	100.056	0	100.055	0.001	0.001	0
4.935	7	100.071	0	100.07	0.001	0	0
5.136	7	100.082	0	100.08	0.001	0	0
5.337	7	100.086	0	94.029	0.002	6.049	0
5.538	7	100.093	0	75.771	0.004	24.296	0
5.739	7	100.098	0	62.408	0.006	37.65	0
5.94	7	100.096	0	55.158	0.008	44.886	0.003
6.141	7	100.097	0	51.817	0.011	48.202	0.022
6.342	7	100.096	0	50.785	0.015	49.179	0.071
6.543	7	85.682	14.413	43.702	0.018	41.779	0.145
6.744	7	74.881	25.212	38.851	0.021	35.723	0.253
6.945	7	71.805	28.288	37.974	0.027	33.34	0.434
7.146	7	71.017	29.075	38.114	0.035	32.129	0.71
7.347	7	70.889	29.204	38.291	0.045	31.418	1.105
7.548	7	70.448	29.644	37.91	0.058	30.822	1.629
7.749	7	69.422	30.67	36.819	0.073	30.222	2.278
7.95	7	67.653	32.439	35.007	0.089	29.506	3.022
8.151	7	65.095	34.997	32.584	0.106	28.573	3.802
8.352	7	61.959	38.134	29.82	0.124	27.431	4.554
8.553	7	58.693	41.4	27.073	0.144	26.218	5.23
8.754	7	55.591	44.502	24.565	0.165	25.036	5.797
8.955	7	52.757	47.336	22.378	0.19	23.93	6.232
9.156	7	50.234	49.859	20.531	0.218	22.931	6.527
9.357	7	47.995	52.097	18.99	0.252	22.039	6.688
9.558	7	45.981	54.111	17.701	0.291	21.233	6.732
9.759	7	44.118	55.973	16.606	0.336	20.478	6.674
9.96	7	42.342	57.749	15.652	0.388	19.743	6.536
10.161	7	40.603	59.487	14.8	0.446	18.999	6.336

