9.26	1561	94.22	458.89	455.264
8.79	854	77.81	370.95	187.916
8.57	1561	30.01	157.27	142.612
8.39	854	43.90	217.18	249.855
7.76	854	39.12	208.17	67.731
7.72	1561	208.67	1232.68	1565.431
7.38	1561	642.24	4025.69	132.091
7.30	854	70.71	399.18	426.689
7.19	1561	765.92	5192.80	265.804
7.03	854	12.06	71.03	83.326
6.89	1561	246.41	1724.85	215.151
6.83	854	85.93	523.80	647.436
6.77	1561	45.63	331.85	371.886
6.60	1561	41.71	324.25	282.457
6.39	1561	19.28	158.04	103.218
6.24	1561	49.67	436.84	146.988
6.10	1561	32.14	302.91	35.437
6.00	1561	19.33	193.73	170.326
5.95	1561	67.51	696.05	147.426
5.91	1561	30.80	327.46	353.295
5.53	854	19.48	172.13	78.317
5.30	854	20.03	199.28	241.495
5.22	854	2.23	23.45	17.167
5.16	854	8.00	87.34	90.560
5.05	854	17.56	211.10	215.948
9.34	5.72	716.87	126.531
8.71	5.09	465.29	148.526
8.31	4.69	0.00	12464.047
7.81	4.19	815.43	184.385
7.37	3.75	3476.74	254.120
7.18	3.56	4788.47	288.751
6.88	3.26	8183.62	348.941
6.76	3.14	437.28	338.632
6.57	2.95	2840.05	283.775
6.37	2.75	1124.96	307.291
6.20	2.58	1177.67	607.231
6.09	2.47	1624.19	651.375
5.96	2.34	3735.57	382.761
5.05	1.43	1435.81	275.431
8.18	4.56	1163.70	172.516
5.64	2.02	4150.36	226.826
5.13	1.51	1283.42	213.531
4.98	1.36	1527.93	269.415
4.86	1.24	2788.43	238.373
4.77	1.15	1501.37	228.951
4.68	1.06	2677.58	203.427
4.48	0.86	1007.35	146.222
4.31	0.69	723.91	131.981
4.24	0.62	429.72	143.981
4.20	0.58	821.92	157.066
4.10	0.48	1010.91	123.161
4.06	0.44	706.59	136.184
4.03	0.41	772.83	139.228
3.98	0.36	667.15	108.251
3.94	0.32	686.31	112.550
3.90	0.28	363.01	111.577
3.87	0.25	970.66	119.531
3.82	0.20	968.17	137.220
3.79	0.17	1676.08	205.465
3.75	0.13	2654.52	414.267
3.72	0.10	10962.76	2103.927
3.70	0.08	57451.89	12256.793
3.69	0.07	40452.39	48280.366
