35.84	1.18	1561	9261    1
39.35	0.38	1561	8568    1
45.49	2.97	1561	7718    1
49.64	4.10	1561	7313    1
53.29	9.24	1561	7033    1
55.22	3.07	1561	6906    1
57.59	0.73	1561	6768    1
61.91	0.52	1561	6556    1
65.50	0.34	1561	6410    1
70.53	0.39	1561	6243    1
75.73	0.27	1561	6103    1
80.60	0.39	1561	5997    1
82.90	0.83	1561	5953    1
85.46	0.66	1561	5908    1
