35.84	1.181	1561	9261    1
39.35	0.382	1561	8568    1
45.49	2.967	1561	7718    1
49.64	4.104	1561	7313    1
53.29	9.243	1561	7033    1
55.22	3.066	1561	6906    1
57.59	0.727	1561	6768    1
61.91	0.519	1561	6556    1
65.5	0.34	1561	6410    1
70.53	0.391	1561	6243    1
75.73	0.271	1561	6103    1
80.6	0.387	1561	5997    1
82.9	0.829	1561	5953    1
85.46	0.659	1561	5908    1
