4.332	8	100.071	0	100.07	0.001	0.001	0.001
4.533	8	100.086	0	100.085	0.001	0	0
4.734	8	100.091	0	100.09	0	0	0
4.935	8	100.096	0	100.095	0	0	0
5.136	8	100.096	0	100.095	0.001	0	0
5.337	8	100.097	0	100.09	0.002	0.004	0
5.538	8	100.1	0	99.98	0.005	0.114	0
5.739	8	100.098	0	99.52	0.01	0.567	0
5.94	8	100.098	0	98.536	0.018	1.541	0
6.141	8	100.098	0	96.962	0.029	3.104	0
6.342	8	100.099	0	94.807	0.043	5.242	0
6.543	8	70.995	29.096	65.338	0.044	5.608	0.001
6.744	8	53.995	46.092	47.995	0.046	5.947	0.001
6.945	8	50.146	49.94	42.806	0.056	7.275	0.002
7.146	8	49.532	50.553	40.388	0.072	9.059	0.004
7.347	8	49.558	50.528	38.416	0.091	11.033	0.008
7.548	8	48.655	51.431	35.711	0.111	12.809	0.012
7.749	8	47.153	52.933	32.671	0.132	14.319	0.019
7.95	8	45.716	54.371	29.847	0.154	15.674	0.027
8.151	8	44.679	55.409	27.473	0.18	16.973	0.037
8.352	8	44.075	56.013	25.546	0.209	18.252	0.051
8.553	8	43.795	56.293	23.976	0.243	19.49	0.069
8.754	8	43.685	56.403	22.658	0.281	20.636	0.091
8.955	8	43.598	56.491	21.506	0.323	21.63	0.118
9.156	8	43.412	56.676	20.456	0.369	22.416	0.151
9.357	8	43.035	57.054	19.46	0.417	22.948	0.189
9.558	8	42.409	57.679	18.492	0.465	23.198	0.233
9.759	8	41.515	58.574	17.536	0.513	23.163	0.282
9.96	8	40.367	59.721	16.592	0.559	22.861	0.335
10.161	8	39.01	61.077	15.667	0.602	22.33	0.391

