4.332	5	100.1	0	100.1	0	0	0
4.533	5	100.1	0	100.1	0	0	0
4.734	5	100.102	0	100.1	0.002	0	0
4.935	5	100.098	0	100.08	0.018	0	0
5.136	5	100.101	0	100.025	0.076	0	0
5.337	5	100.101	0	75.308	0.161	24.61	0
5.538	5	100.099	0	69.109	0.329	30.633	0
5.739	5	100.099	0	64.302	0.585	35.063	0.117
5.94	5	100.099	0	59.497	0.931	38.369	1.266
6.141	5	100.098	0	55.02	1.365	40.357	3.315
6.342	5	100.1	0	51.296	1.892	41.269	5.598
6.543	5	97.79	2.308	47.294	2.46	40.515	7.476
6.744	5	94.757	5.341	43.783	3.073	39.057	8.798
6.945	5	93.132	6.965	41.525	3.786	37.983	9.792
7.146	5	92.132	7.965	39.921	4.576	37.076	10.511
7.347	5	85.817	14.28	36.294	5.084	34.038	10.355
7.548	5	83.105	16.991	34.383	5.741	32.487	10.451
7.749	5	75.021	25.075	30.387	5.914	28.923	9.757
7.95	5	67.884	32.212	26.917	5.988	25.84	9.103
8.151	5	61.079	39.016	23.697	5.923	22.986	8.44
8.352	5	57.03	43.066	21.64	5.984	21.248	8.127
8.553	5	53.112	46.984	19.704	5.948	19.616	7.814
8.754	5	49.57	50.525	17.981	5.856	18.17	7.535
8.955	5	47.095	53	16.711	5.811	17.148	7.398
9.156	5	45.116	54.979	15.672	5.767	16.332	7.318
9.357	5	43.505	56.589	14.811	5.724	15.667	7.278
9.558	5	42.172	57.922	14.091	5.68	15.115	7.262
9.759	5	40.716	59.377	13.372	5.591	14.529	7.2
9.96	5	39.227	60.866	12.683	5.474	13.94	7.106
10.161	5	37.866	62.226	12.074	5.356	13.405	7.009

