4.332	6	100.1	0	100.1	0	0	0
4.533	6	100.1	0	100.1	0	0	0
4.734	6	100.102	0	100.1	0.002	0	0
4.935	6	100.099	0	100.08	0.019	0	0
5.136	6	100.1	0	100.02	0.08	0	0
5.337	6	100.1	0	98.401	0.221	1.477	0
5.538	6	100.099	0	90.43	0.45	9.21	0
5.739	6	100.098	0	79.632	0.753	19.695	0
5.94	6	65.1	0	35.022	1.125	28.922	0.002
6.141	6	100.099	0	62.848	1.578	35.623	0.017
6.342	6	100.099	0	57.873	2.122	40.006	0.061
6.543	6	91.605	8.492	49.877	2.527	39.022	0.141
6.744	6	82.417	17.677	42.975	2.872	36.271	0.263
6.945	6	78.53	21.564	39.652	3.363	35.026	0.453
7.146	6	76.748	23.344	37.769	3.932	34.286	0.726
7.347	6	69.493	30.6	33.431	4.15	30.879	1
7.548	6	67.045	33.048	31.552	4.556	29.521	1.384
7.749	6	64.912	35.181	29.864	4.907	28.278	1.831
7.95	6	62.238	37.855	27.956	5.128	26.82	2.302
8.151	6	58.726	41.367	25.719	5.18	25.047	2.75
8.352	6	54.738	45.355	23.345	5.089	23.129	3.147
8.553	6	51.033	49.061	21.181	4.937	21.384	3.505
8.754	6	47.888	52.206	19.34	4.769	19.917	3.837
8.955	6	45.264	54.828	17.795	4.602	18.7	4.144
9.156	6	43.145	56.949	16.527	4.45	17.715	4.43
9.357	6	33.714	58.629	7.748	4.318	16.927	4.698
9.558	6	40.132	59.96	14.661	4.208	16.295	4.946
9.759	6	39.053	61.04	13.97	4.114	15.775	5.173
9.96	6	38.134	61.958	13.385	4.032	15.326	5.37
10.161	6	37.292	62.799	12.869	3.957	14.914	5.532

