4.332	6	100.1	0	100.1	0	0	0
4.533	6	100.1	0	100.1	0	0	0
4.734	6	100.101	0	100.1	0.001	0	0
4.935	6	100.1	0	100.085	0.015	0	0
5.136	6	100.099	0	100.035	0.063	0	0
5.337	6	100.099	0	99.212	0.181	0.706	0
5.538	6	100.099	0	94.88	0.397	4.817	0
5.739	6	100.097	0	87.753	0.73	11.603	0
5.94	6	100.098	0	79.855	1.185	19.038	0.001
6.141	6	100.099	0	72.73	1.773	25.561	0.011
6.342	6	100.097	0	67.03	2.508	30.489	0.04
6.543	6	93.34	6.757	58.519	3.178	31.513	0.099
6.744	6	86.559	13.539	51.529	3.874	30.929	0.196
6.945	6	83.888	16.207	47.891	4.785	30.826	0.355
7.146	6	82.81	17.285	45.578	5.833	30.768	0.598
7.347	6	78.456	21.639	41.699	6.604	29.218	0.902
7.548	6	76.851	23.245	39.417	7.47	28.599	1.331
7.749	6	75.482	24.613	37.296	8.186	28.082	1.883
7.95	6	73.671	26.424	35	8.629	27.465	2.542
8.151	6	71.072	29.022	32.417	8.733	26.619	3.269
8.352	6	67.739	32.355	29.642	8.52	25.533	4.011
8.553	6	64.114	35.981	26.921	8.1	24.334	4.725
8.754	6	60.544	39.55	24.426	7.578	23.13	5.379
8.955	6	57.204	42.89	22.223	7.032	21.974	5.945
9.156	6	54.209	45.885	20.338	6.512	20.913	6.417
9.357	6	51.579	48.514	18.751	6.045	19.962	6.792
9.558	6	49.279	50.814	17.422	5.636	19.114	7.078
9.759	6	47.241	52.851	16.302	5.283	18.348	7.282
9.96	6	45.39	54.702	15.341	4.976	17.638	7.408
10.161	6	43.649	56.443	14.497	4.709	16.958	7.461
